ID,Surname,First_name,Full_name,Birth_date,Death_date,Artist_id,Biography,Image_link
771,Leighton,Frederic,Frederic Leighton,1830,1896,769,"Frederic Leighton, 1st Baron Leighton, PRA , known as Sir Frederic Leighton between 1878 and 1896, was a British painter, draughtsman and sculptor. His works depicted historical, biblical, and classical subject matter. Leighton was the bearer of the shortest-lived peerage in history; after only one day his hereditary peerage became extinct upon his death.",//upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Picture_of_Jules_Joseph_Lefebvre.jpg/220px-Picture_of_Jules_Joseph_Lefebvre.jpg
772,Leloir,Alexandre-Louis,Alexandre-Louis Leloir,1843,1884,770,"Alexandre-Louis Leloir  was a French painter specializing in genre and history paintings. He was born into a family with a rich artistic heritage, the son of painter Alexandre-Marie Colin and fashion illustrator Héloïse Colin and the grandson of painter, Alexandre Colin. His younger brother was painter and illustrator, Maurice Leloir.",//upload.wikimedia.org/wikipedia/commons/thumb/6/60/Leibl_Selbstbildnis_d_Achtzehnj%C3%A4hrigen.JPG/220px-Leibl_Selbstbildnis_d_Achtzehnj%C3%A4hrigen.JPG
773,Lely,Peter,Peter Lely,1618,1680,771,"Sir Peter Lely  was a painter of Dutch origin whose career was nearly all spent in England, where he became the dominant portrait painter to the court.",//upload.wikimedia.org/wikipedia/commons/thumb/f/f3/1880_Frederic_Leighton_-_Self_portrait.jpg/220px-1880_Frederic_Leighton_-_Self_portrait.jpg
774,Lemoine,Marie Victoire,Marie Victoire Lemoine,1754,1820,772,Marie-Victoire Lemoine  was a French classicist painter.,//upload.wikimedia.org/wikipedia/commons/thumb/2/25/Alexandre-Louis_Leloir_-_Interlude_musical.jpg/220px-Alexandre-Louis_Leloir_-_Interlude_musical.jpg
775,Lenbach,Franz von,Franz von Lenbach,1836,1904,773,"Franz Seraph Lenbach, after 1882, Ritter von Lenbach  was a German painter known primarily for his portraits of prominent personalities from the nobility, the arts, and industry. Because of his standing in society, he was often referred to as the ""Malerfürst"" .",//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Peter_Lely_Selfportrait.jpg/220px-Peter_Lely_Selfportrait.jpg
776,León y Escosura,Ignacio de,Ignacio de León y Escosura,1834,1901,774,Biography could not be found,//upload.wikimedia.org/wikipedia/en/thumb/5/52/Self_portrait_of_Marie-Victoire_Lemoine.jpg/220px-Self_portrait_of_Marie-Victoire_Lemoine.jpg
777,Lerolle,Henry,Henry Lerolle,1848,1929,775,"Henry Lerolle  was a French painter, art collector and patron, born in Paris. He studied at Académie Suisse and in the studio of Louis Lamothe.",//upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Franz_von_Lenbach_-_Selbstportr%C3%A4t_%281903%29.jpg/225px-Franz_von_Lenbach_-_Selbstportr%C3%A4t_%281903%29.jpg
780,Ligozzi,Jacopo,Jacopo Ligozzi,1547,1627,778,"Jacopo Ligozzi  was an Italian painter, illustrator, designer, and miniaturist. His art can be categorized as late-Renaissance and  Mannerist styles.",../static/img/anonymous_artist.png
781,Lingelbach,Johannes,Johannes Lingelbach,1622,1674,779,"Johannes  Lingelbach  was a Dutch Golden Age painter, associated with the second generation of Bambocciate, a group of genre painters working in Rome from 1625–1700.",../static/img/anonymous_artist.png
782,Lione,Andrea di,Andrea di Lione,1610,1685,780,"Andrea di Leone  was an Italian painter of the Baroque period, active in  his native city of Naples.",//upload.wikimedia.org/wikipedia/commons/e/e9/Ligozzi.jpg
783,Lippi,Filippino,Filippino Lippi,1457,1504,781,"Filippino Lippi  was an Italian painter working in Florence, Italy during the later years of the Early Renaissance and first few years of the High Renaissance.",//upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Schouburg_Plate_G-_Johan_Lingelbach_en_Samuel_en_Jan_van_Hoogstraten.jpg/220px-Schouburg_Plate_G-_Johan_Lingelbach_en_Samuel_en_Jan_van_Hoogstraten.jpg
784,Lippi,Fra Filippo,Fra Filippo Lippi,1406,1469,782,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Artgate_Fondazione_Cariplo_-_%28attribuito_a_Andrea_de_Lione%29%2C_Salomone_adora_gli_idoli.jpg/220px-Artgate_Fondazione_Cariplo_-_%28attribuito_a_Andrea_de_Lione%29%2C_Salomone_adora_gli_idoli.jpg
785,Longhi,Pietro,Pietro Longhi,1701,1785,783,"Pietro Longhi  – May 8, 1785) was a Venetian painter of contemporary genre scenes of life.",//upload.wikimedia.org/wikipedia/commons/thumb/9/97/Filippino_Lippi_007.jpg/180px-Filippino_Lippi_007.jpg
786,Lorenzetti,Ambrogio,Ambrogio Lorenzetti,1319,1347,784,"s Palazzo Pubblico. His elder brother was the painter Pietro Lorenzetti."", ""Annunciation, 1344Lorenzetti's final piece, telling the story of the Virgin Mary receiving the news from the Angel about the coming of baby Jesus, contains the first use of clear linear perspective. Though it is not perfect, and the gold background that is traditional for the time renders a flat feeling, the diagonals created on the floor do create depth."", 'Madonna and Child, 1319', 'Investiture of Saint Louis of Toulouse, 1329', 'Maestà, 1335",//upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Lippi_z13.jpg/220px-Lippi_z13.jpg
787,Lorenzetti,Pietro,Pietro Lorenzetti,1320,1344,785,"Pietro Lorenzetti ; c.u20091280 – 1348) or Pietro Laurati was an Italian painter, active between c.1306 and 1345. Together with his younger brother Ambrogio, he introduced naturalism into Sienese art. In their artistry and experiments with three-dimensional and spatial arrangements, the brothers foreshadowed the art of the Renaissance.",//upload.wikimedia.org/wikipedia/commons/thumb/7/70/Pietro_Longhi_050.jpg/220px-Pietro_Longhi_050.jpg
788,Lorenzo di Credi,blank_,Lorenzo di Credi,1456,1536,786,"Lorenzo di Credi  was an Italian Renaissance painter and sculptor, known for his paintings on religious subjects. He first influenced Leonardo da Vinci and then in turn was greatly influenced by him.",//upload.wikimedia.org/wikipedia/commons/thumb/5/50/013_le_vite%2C_ambrogio_lorenzetti.jpg/220px-013_le_vite%2C_ambrogio_lorenzetti.jpg
789,Lorenzo Monaco,blank_,Lorenzo Monaco,1370,1425,787,"Lorenzo Monaco  was an Italian painter of the late Gothic-early Renaissance age. He was born Piero di Giovanni in Siena. Little is known about his youth, apart from the fact that he was apprenticed in Florence. He was influenced by Giotto and his followers Spinello Aretino and Agnolo Gaddi.",//upload.wikimedia.org/wikipedia/commons/thumb/3/34/Pietro_lorenzetti%2C_compianto_%28dettaglio%29_basilica_inferiore_di_assisi_%281310-1329%29.jpg/220px-Pietro_lorenzetti%2C_compianto_%28dettaglio%29_basilica_inferiore_di_assisi_%281310-1329%29.jpg
790,Lotto,Lorenzo,Lorenzo Lotto,1475,1556,788,"Lorenzo Lotto  was an Italian painter, draughtsman and illustrator, traditionally placed in the Venetian school, though much of his career was spent in other North Italian cities. He painted mainly altarpieces, religious subjects and portraits. He was active during the High Renaissance and the first half of the Mannerist period, but his work maintained a generally  similar High Renaissance style throughout his career, although his nervous and eccentric posings and distortions represented a transitional stage to the Florentine and Roman Mannerists.",//upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Lorenzo_di_Credi_by_Perugino.jpg/220px-Lorenzo_di_Credi_by_Perugino.jpg
791,Luca di Tommè di Nuto,blank_,Luca di Tommè di Nuto,1356,1389,789,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Don_Lorenzo_Monaco_002.2.jpg/350px-Don_Lorenzo_Monaco_002.2.jpg
792,Leyden,Lucas van,Lucas van Leyden,1494,1533,790,"Lucas van Leyden , also named either Lucas Hugensz or Lucas Jacobsz, was a Dutch painter and printmaker in engraving and woodcut. Lucas van Leyden was among the first Dutch exponents of genre painting and was a very accomplished engraver.",//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Lotto-lorenzo-self-portrait-31862-p.jpg/220px-Lotto-lorenzo-self-portrait-31862-p.jpg
795,Madrazo y Garreta,Raimundo de,Raimundo de Madrazo y Garreta,1841,1920,793,"Raimundo de Madrazo y Garreta  was a Spanish painter from the Madrazo family of artists who worked in the Realistic style; although his later work shows signs of Rococo and Japanese influence. He was known primarily for his portraits. His grandfather was José de Madrazo, his father was the portrait painter, Federico de Madrazo and his brother was Ricardo de Madrazo.",../static/img/anonymous_artist.png
796,Maes,Nicolaes,Nicolaes Maes,1634,1693,794,"Nicolaes Maes ) was a Dutch painter known for his genre scenes, portraits, religious compositions and the occasional still life.  A pupil of Rembrandt in Amsterdam, he returned to work in his native city Dordrecht for 20 years.  In the latter part of his career he returned to Amsterdam where he became the leading portrait painter of his time.  Maes contributed to the development of genre painting in the Netherlands and was the most prominent portrait painter working in Amsterdam in the final three decennia of the 17th century.",../static/img/anonymous_artist.png
797,Magnasco,Alessandro,Alessandro Magnasco,1667,1749,795,s distinctive style is characterized by fragmented forms rendered with swift brushstrokes and darting flashes of light.,//upload.wikimedia.org/wikipedia/commons/thumb/d/dd/El_pintor_Raimundo_de_Madrazo%2C_por_Federico_Madrazo.jpg/220px-El_pintor_Raimundo_de_Madrazo%2C_por_Federico_Madrazo.jpg
798,Makart,Hans,Hans Makart,1840,1884,796,"Hans Makart  was a 19th-century Austrian academic history painter, designer, and decorator; most well known for his influence on Gustav Klimt and other Austrian artists, but in his own era considered an important artist himself and a celebrity figure in the high culture of Vienna, attended with almost cult-like adulation.",//upload.wikimedia.org/wikipedia/commons/thumb/8/83/Nicolaes_Maes_-_Self-portrait.jpeg/220px-Nicolaes_Maes_-_Self-portrait.jpeg
800,Maldura,Giovanni,Giovanni Maldura,1810,1849,798,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/6/62/Makart_hans_selbstportrat.jpg/220px-Makart_hans_selbstportrat.jpg
801,Maler,Hans,Hans Maler,1475,1529,799,"Hans Maler zu Schwaz  was a German painter born in Ulm and active as portraitist in the village of Schwaz, near Innsbruck. Maler may have trained with the German artist Bartholomäus Zeitblom, who was chief master of the School of Ulm between 1484 and 1517. He painted numerous portraits of members of the Habsburg court at Innsbruck as well as of wealthy merchants such as the Fuggers.",../static/img/anonymous_artist.png
803,Manet,Édouard,Édouard Manet,1832,1883,801,"Édouard Manet  French:xa0; 23 January 1832xa0– 30 April 1883) was a French modernist painter. He was one of the first 19th-century artists to paint modern life, and a pivotal figure in the transition from Realism to Impressionism.",//upload.wikimedia.org/wikipedia/commons/thumb/4/40/Portr%C3%A4t_des_Anton_Fugger_-durch_Hans_Maler_zu_Schwaz.jpg/220px-Portr%C3%A4t_des_Anton_Fugger_-durch_Hans_Maler_zu_Schwaz.jpg
804,Mantegna,Andrea,Andrea Mantegna,1430,1506,802,"Andrea Mantegna  Italian:xa0; c.u20091431xa0– September 13, 1506) was an Italian painter, a student of Roman archeology, and son-in-law of Jacopo Bellini. Like other artists of the time, Mantegna experimented with perspective, e.g. by lowering the horizon in order to create a sense of greater monumentality. His flinty, metallic landscapes and somewhat stony figures give evidence of a fundamentally sculptural approach to painting. He also led a workshop that was the leading producer of prints in Venice before 1500.",../static/img/anonymous_artist.png
806,Marchal,Charles-François,Charles-François Marchal,1825,1877,803,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/2/20/%C3%89douard_Manet%2C_en_buste%2C_de_face_-_Nadar.jpg/220px-%C3%89douard_Manet%2C_en_buste%2C_de_face_-_Nadar.jpg
807,Marcke,Émile van,Émile van Marcke,1827,1890,804,"Émile van Marcke, born Charles Émile van Marcke de Lummen , was a French cattle painter, born at Sèvres, Hauts-de-Seine.",//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Mantegna_Bronze_Bust_San_Andrea_Mantua.png/220px-Mantegna_Bronze_Bust_San_Andrea_Mantua.png
808,Maris,Jacob,Jacob Maris,1837,1899,805,"Jacob Hendricus Maris  was a Dutch painter, who with his brothers Willem and Matthijs belonged to what has come to be known as the Hague School of painters. He was considered to be the most important and influential Dutch landscape painter of the last quarter of the nineteenth century. His first teacher was the painter J.A.B. Stroebel who taught him the art of painting from 1849 to 1852. Jacob Maris his most known works are the series of portraits of the royal House of Orange, he worked on these with his brother Matthijs Maris. he is also known for his portraits of landscapes like ""Schip on the Scheveningen beach"".",../static/img/anonymous_artist.png
809,Maris,Matthys,Matthys Maris,1839,1917,806,Biography could not be found,../static/img/anonymous_artist.png
810,Marseus van Schrieck,Otto,Otto Marseus van Schrieck,1619,1678,807,Otto Marseus van Schrieck  was a painter in the Dutch Golden Age. He is best known for his paintings of forest flora and fauna.,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Charles_Emile_van_Marcke_de_Lummen.jpg/220px-Charles_Emile_van_Marcke_de_Lummen.jpg
812,Metsys,Quentin,Quentin Metsys,1466,1530,809,"Quentin Massys   was a Flemish painter in the Early Netherlandish tradition. He was born in Leuven. There is a tradition alleging that he was trained as an ironsmith before becoming a painter. Matsys was active in Antwerp for over 20 years, creating numerous works with religious roots and satirical tendencies.  He is regarded as the founder of the Antwerp school of painting, which became the leading school of painting in Flanders in the 16th century.  He introduced new techniques and motifs as well as moralising subjects without completely breaking with the tradition.",../static/img/anonymous_artist.png
813,Master of the Liège Disciples at Emmaus,blank_,Master of the Liège Disciples at Emmaus,1530,1569,810,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/7/75/Otto_Marseus_van_Schrieck_001.jpg/300px-Otto_Marseus_van_Schrieck_001.jpg
814,Master of 1416,blank_,Master of 1416,1400,1429,811,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Popesylvesterdragon.jpg/220px-Popesylvesterdragon.jpg
815,Master of the Acts of Mercy,blank_,Master of the Acts of Mercy,1460,1470,812,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Jan_Wierix_002.jpg/220px-Jan_Wierix_002.jpg
816,North Netherlandish Painter,blank_,North Netherlandish Painter,Unknown,Unknown,813,Biography could not be found,../static/img/anonymous_artist.png
817,Dò,Juan,Juan Dò,1604,1656,814,Biography could not be found,../static/img/anonymous_artist.png
818,Master of the Béguins,Flemish,Flemish Master of the Béguins,1627,1672,815,Biography could not be found,../static/img/anonymous_artist.png
819,Master of the Castello Nativity,blank_,Master of the Castello Nativity,1445,1475,816,Biography could not be found,../static/img/anonymous_artist.png
820,Master of Flora,blank_,Master of Flora,1550,1599,817,Biography could not be found,../static/img/anonymous_artist.png
821,Master LC,blank_,Master LC,1525,1549,818,"Master LC was a Flemish painter who flourished from ca. 1525-50. His painting, ""The Arrival in Bethlehem""  is owned by the Metropolitan Museum of Art.",../static/img/anonymous_artist.png
822,Master of the Lanckoronski Annunciation,blank_,Master of the Lanckoronski Annunciation,1425,1449,819,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Master_Of_The_Castello_Nativity_-_The_Nativity_-_WGA14514.jpg/500px-Master_Of_The_Castello_Nativity_-_The_Nativity_-_WGA14514.jpg
